labid,lowtag,study area,location,lat,long,age.at.col1,th.age,sex,weight,body_condition,pregnancy,collar1,collar1.on,collar1.off,reason.off1,collar2,collar2.on,collar2.off,reason.off2,collar3,collar3.on,collar3.off,reason.off3,mort.date,cwd.test,cwd.result,lab_result_bpv,titer_value,log2,log10,ehdv_result,lb,lb_titer,lc,lc_titer,lg,lg_titer,lh,lh_titer,li,li_titer,lp,lp_titer,exposure_multi,home_range_95_kud_km2,home_range_50_kud_km2,mean_daily_dist_km,prop_habitat_agri,prop_habitat_forest,prop_habitat_wetland,crop_forest_ratio,edge_density,mean_odba,prop_time_resting,prop_time_active,crepuscularity_index,mean_resting_bout_duration_hrs,daily_resting_bout_frequency,fate,mortality_date,mortality_cause 
155,6534,,,,,20mo,NA,Male,,,,29558,1/25/19,11/16/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,11/16/20,TRUE,Positive,Negative,10,3.32,1,0,Positive,100,Negative,100,Positive,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
156,6536,,,,,>2yrs,1,Female,,,,82027,1/12/19,3/1/22,mortality,NA,NA,NA,NA,NA,NA,NA,NA,3/1/22,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
157,6540,,,,,20mo,1,Female,,,,82043,2/1/19,3/15/21,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Positive,20,4.32,1.3,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
158,6542,,,,,8mo,NA,Male,,,,29440,1/17/19,5/18/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
159,6544,,,,,>2yrs,2,Female,,,,82006,1/24/19,5/1/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,5/1/19,FALSE,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
160,6546,,,,,>2yrs,2,Female,,,,82033,1/11/19,6/17/22,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
161,6548,,,,,>2yrs,2,Female,,,,82029,2/21/19,7/11/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,7/11/20,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
162,7828,,,,,20mo,NA,Male,,,,29571,1/26/19,6/3/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,6/3/19,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Positive,100,Negative,100,Negative,100,Positive,200,,,,,,,,,,,,,,,,,,
163,7191,,,,,8mo,NA,Male,,,,24921,2/18/19,3/11/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,3/11/19,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
164,7193,,,,,>2yrs,8,Female,,,,80627,1/1/19,7/3/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
165,7098,,,,,20mo,NA,Female,,,,43254,3/5/19,7/5/21,censor,NA,NA,NA,NA,NA,NA,NA,NA,12/25/22,FALSE,Not tested,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
166,6959,,,,,20mo,NA,Male,,,,24208,2/19/19,2/28/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,2/28/20,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
167,7830,,,,,>2yrs,NA,Female,,,,82073,1/18/19,12/29/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
168,7850,,,,,>2yrs,8,Female,,,,82057,1/10/19,2/15/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,2/15/20,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
169,7256,,,,,8mo,NA,Female,,,,82002,1/25/19,3/13/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,3/13/19,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
170,7189,,,,,8mo,NA,Male,,,,24981,2/1/19,2/14/21,mortality,NA,NA,NA,NA,NA,NA,NA,NA,2/14/21,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
171,7096,,,,,>2yrs,3,Male,,,,29426,3/7/19,8/4/21,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
172,6981,,,,,>2yrs,9,Female,,,,43260,2/18/19,8/17/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
173,6951,,,,,8mo,NA,Male,,,,29542,2/13/19,10/27/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,11/26/20,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
174,7834,,,,,>2yrs,3,Male,,,,29451,1/27/19,10/30/19,censor,NA,NA,NA,NA,NA,NA,NA,NA,11/20/22,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
175,7826,,,,,>2yrs,4,Female,,,,82066,2/6/19,5/21/21,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
176,7247,,,,,>2yrs,15,Female,,,,82046,1/18/19,3/22/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,3/22/19,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
177,7104,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
178,6991,,,,,8mo,NA,Male,,,,24206,3/4/19,4/24/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,4/24/19,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
179,6979,,,,,8mo,NA,Female,,,,82037,2/6/19,3/11/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,3/11/19,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
180,7852,,,,,8mo,NA,Male,,,,24209,12/30/18,2/27/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,2/27/19,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
181,7824,,,,,8mo,NA,Female,,,,82067,2/1/19,2/28/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,2/28/19,FALSE,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
182,7185,,,,,>2yrs,2,Female,,,,82024,1/23/19,11/7/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,Not tested,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
183,7102,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
184,7027,,,,,>2yrs,NA,Female,,,,82061,3/4/19,4/3/22,mortality,NA,NA,NA,NA,NA,NA,NA,NA,4/3/22,TRUE,Pending,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
185,6989,,,,,8mo,NA,Female,,,,82067,3/8/19,7/13/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
186,6977,,,,,8mo,NA,Male,,,,29439,2/16/19,8/13/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
187,6944,,,,,20mo,NA,Female,,,,82055,2/19/19,5/22/21,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
188,7854,,,,,20mo,NA,Female,,,,82036,1/20/19,7/22/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
189,7195,,,,,20mo,NA,Female,,,,82007,2/1/19,3/8/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,3/8/19,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
190,7183,,,,,>2yrs,4,Female,,,,82017,1/23/19,2/14/21,mortality,NA,NA,NA,NA,NA,NA,NA,NA,2/14/21,TRUE,Pending,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
191,7106,,,,,8mo,NA,Male,,,,24962,2/6/19,11/2/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,11/2/20,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
192,7029,,,,,>2yrs,4,Female,,,,43221,3/2/19,6/10/19,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
193,6987,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
194,6975,,,,,20mo,NA,Female,,,,82041,2/16/19,7/20/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
195,6953,,,,,>2yrs,3,Female,,,,82039,2/16/19,9/11/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
196,7179,,,,,8mo,NA,Female,,,,82032,1/21/19,11/21/21,mortality,NA,NA,NA,NA,NA,NA,NA,NA,11/21/21,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
197,7123,,,,,8mo,NA,Male,,,,24922,2/19/19,4/22/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
198,7004,,,,,8mo,NA,Male,,,,24924,2/13/19,11/29/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,11/29/20,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
199,6985,,,,,8mo,NA,Male,,,,24937,2/21/19,8/24/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,8/24/19,FALSE,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
200,6965,,,,,8mo,NA,Female,,,,82064,2/15/19,4/10/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,4/10/20,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
201,6921,,,,,8mo,NA,Male,,,,24954,3/1/19,7/13/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
202,7832,,,,,8mo,NA,Female,,,,80620,12/29/18,1/1/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,1/1/19,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
203,7197,,,,,8mo,NA,Female,,,,82074,1/19/19,2/17/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,2/17/20,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
204,7177,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
205,7121,,,,,,,,,,,,,,,,,,,,,,,,,,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
206,7011,,,,,8mo,NA,Male,,,,29452,2/28/19,10/30/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,10/30/20,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
207,6993,,,,,>2yrs,2,Female,,,,43283,2/21/19,12/1/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,12/1/19,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
208,6911,,,,,>2yrs,5,Female,,,,82008,2/13/19,11/2/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,11/2/19,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
209,6955,,,,,>2yrs,NA,Female,,,,82069,2/11/19,9/6/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
210,7860,,,,,8mo,NA,Female,,,,43252,12/29/18,12/31/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,12/31/20,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
211,7233,,,,,20mo,1,Female,,,,82004,1/11/19,2/6/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,2/6/20,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
212,7008,,,,,8mo,NA,Female,,,,82021,2/11/19,1/21/21,mortality,NA,NA,NA,NA,NA,NA,NA,NA,1/21/21,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
213,6963,,,,,20mo,1,Female,,,,82044,2/16/19,8/5/20,mortality,NA,NA,NA,NA,NA,NA,NA,NA,8/5/20,TRUE,Pending,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
214,6907,,,,,8mo,NA,Female,,,,80608,2/13/18,3/6/19,censor,NA,NA,NA,NA,82035,3/6/19,11/23/19,mortality,11/23/19,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
215,7858,,,,,>2yrs,2,Male,,,,29435,2/11/19,11/21/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,11/21/19,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
216,7243,,,,,8mo,NA,Female,,,,82023,1/19/19,1/24/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,1/24/19,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
217,7175,,,,,>2yrs,3,Female,,,,80629,12/30/18,9/23/21,mortality,NA,NA,NA,NA,NA,NA,NA,NA,9/23/21,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
218,7006,,,,,>2yrs,4,Male,,,,24215,3/4/19,4/7/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,4/7/19,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
219,6997,,,,,8mo,NA,Male,,,,24920,2/19/19,2/28/19,censor,29449,3/6/19,10/4/20,censor,NA,NA,NA,NA,11/11/21,TRUE,Negative,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
220,6961,,,,,>2yrs,4,Female,,,,43247,2/18/19,1/25/22,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
221,6901,,,,,8mo,NA,Male,,,,24214,3/7/19,9/26/19,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
222,6957,,,,,8mo,NA,Male,,,,29579,2/4/19,11/24/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,11/24/19,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
223,7258,,,,,>2yrs,6,Female,,,,82071,2/1/19,12/26/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,20,4.32,1.3,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
224,7100,,,,,20mo,NA,Female,,,,43262,3/12/19,8/18/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,20,4.32,1.3,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
225,7025,,,,,>2yrs,17,Female,,,,43291,2/15/19,12/1/19,mortality,NA,NA,NA,NA,NA,NA,NA,NA,12/1/19,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
226,7002,,,,,,,,,,,,,,,,,,,,,,,,,,Positive,20,4.32,1.3,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
227,8117,,,,,8mo,NA,Male,,,,29447,1/12/20,10/8/22,mortality,NA,NA,NA,NA,NA,NA,NA,NA,10/8/22,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
228,7942,,,,,8mo,NA,Male,,,,24915,1/15/20,5/12/22,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,20,4.32,1.3,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
229,7870,,,,,>2yrs,2,Male,,,,29540,1/16/20,1/26/22,mortality,NA,NA,NA,NA,NA,NA,NA,NA,1/26/22,TRUE,Pending,Positive,40,5.32,1.6,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
230,6696,,,,,>2yrs,9,Female,,,,84572,12/19/19,1/16/23,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Positive,40,5.32,1.6,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
231,6673,,,,,20mo,NA,Male,,,,24225,12/30/19,1/1/21,mortality,NA,NA,NA,NA,NA,NA,NA,NA,1/1/21,TRUE,Positive,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
232,5519,,,,,>2yrs,2,Female,,,,80586,1/28/20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
233,5257,,,,,8mo,NA,Male,,,,29578,1/10/20,1/11/20,censor,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Negative,10,3.32,1,0,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,Negative,100,,,,,,,,,,,,,,,,,,
